,Collaborative Video Object Segmentation by Multi-Scale Foreground-Background Integration,2022,"184(GS),94(IEEE)",Collaborative VOS,Instance Segmentation,,Collaborative Video Object Segmentation by Multi-Scale Foreground-Background Integration | IEEE Journals & Magazine | IEEE Xplore,Google Scholar,Semi supervised video object segmentation,10.1109/TPAMI.2021.3081597,,"IEEE Transactions on Pattern Analysis and Machine Intelligence, vol. 44, no. 9, pp. 4701-4712, 1 Sept. 2022",,,,,
,Decoupling Features in Hierarchical Propagation for Video Object Segmentation,2022,213(GS),DEAOT,Instance Segmentation,,Decoupling Features in Hierarchical Propagation for Video Object Segmentation,Google Scholar,Semi supervised video object segmentation,,,Advances in Neural Information Processing Systems 35 (NeurIPS 2022) Main Conference Track,,,,,
82,Towards End-to-End Lane Detection: an Instance Segmentation Approach,2018,"557(IEEE), 1074(GS)",LaneNet,Instance Segmentation,,Towards End-to-End Lane Detection: an Instance Segmentation Approach | IEEE Conference Publication | IEEE Xplore,Google Scholar,Instance segmentation for lanes,https://doi.org/10.1109/IVS.2018.8500547,IEEE,2018 IEEE Intelligent Vehicles Symposium (IV),,,,,
83,Key Points Estimation and Point Instance Segmentation Approach for Lane Detection,2021,"385(gs), 197(IEEE)",Point Instance Network (PINet),Instance Segmentation,,Key Points Estimation and Point Instance Segmentation Approach for Lane Detection | IEEE Journals & Magazine | IEEE Xplore,Google Scholar,Instance segmentation for lanes,https://doi.org/10.1109/TITS.2021.3088488,IEEE,IEEE Transactions on Intelligent Transportation Systems,,,,,
84,SOLOv2: Dynamic and Fast Instance Segmentation,2020,1133(GS),SOLOV2,Instance Segmentation,,http://openaccess.thecvf.com/content_ICCV_2019/html/Bolya_YOLACT_Real-Time_Instance_Segmentation_ICCV_2019_paper.html,google Scholar,Instance segmentation ,,NeurIPS,Advances in Neural Information Processing Systems 33 (NeurIPS 2020),,,,,
85,YOLACT: Real-Time Instance Segmentation,2019,"3112(GS), 1513(IEEE)",YOLACT,Instance Segmentation,,YOLACT: Real-Time Instance Segmentation | IEEE Conference Publication | IEEE Xplore,Google Scholar,Instance segmentation,https://doi.org/10.1109/ICCV.2019.00925,IEEE,2019 IEEE/CVF International Conference on Computer Vision (ICCV),,,,,
86,Enhancing Geometric Factors in Model Learning and Inference for Object Detection and Instance Segmentation,2019,"1421(GS), 890(IEEE)",No specific model,Instance Segmentation,,Enhancing Geometric Factors in Model Learning and Inference for Object Detection and Instance Segmentation | IEEE Journals & Magazine | IEEE Xplore,Google Scholar,Instance segmentation,https://doi.org/10.1109/TCYB.2021.3095305,IEEE,"IEEE Transactions on Cybernetics ( Volume: 52, Issue: 8, August 2022)",,,,,
,K-Net: Towards Unified Image Segmentation,2021,489(GS),KNet,Panoptic,,https://proceedings.neurips.cc/paper_files/paper/2021/hash/55a7cf9c71f1c9c495413f934dd1a158-Abstract.html,Google Scholar,Image segmentation mask,https://doi.org/10.48550/arXiv.2106.14855,NeurIPS 2021,"Advances in Neural Information Processing Systems, 2021",,,,,
42,Masked-attention Mask Transformer for Universal Image Segmentation,2022,"3247(GS), 1592(IEEE)",Mask2Former,Panoptic,,https://ieeexplore.ieee.org/document/9878483/,Google Scholar,Image segmentation mask transformer,https://doi.org/10.1109/CVPR52688.2022.00135,IEEE,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
4,LiDAR-Camera Panoptic Segmentation via Geometry-Consistent and Semantic-Aware Alignment,2023,"24(GS), 12(IEEE)",LCPS,Panoptic Segmentation,,https://ieeexplore.ieee.org/document/10377072,Google Scholar,sensor fusion panoptic segmention,https://doi.org/10.1109/ICCV51070.2023.00339,IEEE/ICCV,2023 IEEE/CVF International Conference on Computer Vision (ICCV),,,,,
9,"Panoptic-DeepLab: A Simple, Strong, and Fast Baseline for Bottom-Up Panoptic Segmentation",2020,"858(GS), 446(IEEE)",Panoptic-Deeplab,Panoptic Segmentation,,https://ieeexplore.ieee.org/document/9156495/citations#citations,IEEE Xplore,Panoptic Segmentation,https://doi.org/10.1109/CVPR42600.2020.01249,IEEE/CVPR,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
,Panoptic segformer: Delving deeper into panoptic segmentation with transformers,2022,"174(GS), 107(IEEE)",Panoptic-Segformer,Panoptic Segmentation,,https://ieeexplore.ieee.org/document/9878498,IEEE Xplore,Panoptic Segmentation,https://doi.org/10.1109/CVPR52688.2022.00134,IEEE/CVPR,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
10,UPSNet: A Unified Panoptic Segmentation Network,2019,"565(GS), 318(IEEE)",UPSNet,Panoptic Segmentation,,https://ieeexplore.ieee.org/document/8953750,IEEE Xplore,Panoptic Segmentation,https://doi.org/10.1109/CVPR.2019.00902,IEEE/CVPR,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
,MaX-DeepLab: End-to-End Panoptic Segmentation with Mask Transformers,2021,"678(GS), 384(IEEE)",MaX-DeepLab,Panoptic Segmentation,,https://ieeexplore.ieee.org/document/9578908,IEEE Xplore,Panoptic Segmentation,https://doi.org/10.1109/CVPR46437.2021.00542,IEEE/CVPR,2021 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
11,Fully Convolutional Networks for Panoptic Segmentation,2021,"236(GS), 148(IEEE)",Panoptic FCN,Panoptic Segmentation,,https://ieeexplore.ieee.org/document/9578199,IEEE Xplore,Panoptic Segmentation,https://doi.org/10.1109/CVPR46437.2021.00028,IEEE/CVPR,2021 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
14,Panoptic Feature Pyramid Networks,2019,"1791(GS) ,984(IEEE)",Panoptic FPN,Panoptic Segmentation,,https://ieeexplore.ieee.org/document/8954091,Review Paper,Image Segmentation Using Deep Learning: A Survey,https://doi.org/10.1109/CVPR.2019.00656,IEEE/CVPR,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
20,EfficientPS: Efficient Panoptic Segmentation,2021,"307(GS), 217(Springer)",EfficientPS,Panoptic Segmentation,,https://link.springer.com/article/10.1007/s11263-021-01445-z,Google Scholar,Panoptic Segmentation,https://doi.org/10.1007/s11263-021-01445-z,Springer Nature,International Journal of Computer Vision,,,,,
21,Fast Panoptic Segmentation Network,2020,"79(GS), 46(IEEE)",FPSNet,Panoptic Segmentation,,https://ieeexplore.ieee.org/abstract/document/8972471,Google Scholar,Panoptic Segmentation,https://doi.org/10.1109/LRA.2020.2969919,IEEE,IEEE Robotics and Automation Letters,,,,,
22,"You Only Segment Once: Towards Real-Time Panoptic Segmentation",2023,"83(GS), 48(IEEE)",YOSO,Panoptic Segmentation,,https://ieeexplore.ieee.org/document/10204006,Google Scholar,Panoptic Segmentation,https://doi.org/10.1109/CVPR52729.2023.01709,IEEE/CVPR,2023 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
23,Uncertainty-Aware Panoptic Segmentation,2023,"33(GS), 18(IEEE)",EvPSNet,Panoptic Segmentation,,https://ieeexplore.ieee.org/abstract/document/10068764,Google Scholar,Panoptic Segmentation,https://doi.org/10.1109/LRA.2023.3256926,IEEE,IEEE Robotics and Automation Letters,,,,,
24,LPSNet: A lightweight solution for fast panoptic segmentation,2021,"45(GS), 28(IEEE)",LPSNet,Panoptic Segmentation,,https://ieeexplore.ieee.org/document/9577272,Google Scholar,Panoptic Segmentation,https://doi.org/10.1109/CVPR46437.2021.01647,IEEE/CVPR,2021 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
25,Attention-guided Unified Network for Panoptic Segmentation,2019,"364(GS), 184(IEEE)",AUNet,Panoptic Segmentation,,https://ieeexplore.ieee.org/document/8953369,Google Scholar,Panoptic Segmentation,https://doi.org/10.1109/CVPR.2019.00719,IEEE/CVPR,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
26,Weakly- and Semi-supervised Panoptic Segmentation,2019,"224(GS), 130(Springer)",Sequential Method,Panoptic Segmentation,,https://link.springer.com/chapter/10.1007/978-3-030-01267-0_7#citeas,Google Scholar,Panoptic Segmentation,https://doi.org/10.1007/978-3-030-01267-0_7,Springer Nature,ECCV 2018,,,,,
27,Real-Time Panoptic Segmentation From Dense Detections,2020,"95(GS), 48(IEEE)",Real-time Dense,Panoptic Segmentation,,https://ieeexplore.ieee.org/document/9156723,Google Scholar,Panoptic Segmentation,https://doi.org/10.1109/CVPR42600.2020.00855,IEEE/CVPR,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
28,Learning Instance Occlusion for Panoptic Segmentation,2020,106,OCFusion,Panoptic Segmentation,,https://www.computer.org/csdl/proceedings-article/cvpr/2020/716800k0717/1m3nrw02SRy,Google Scholar,Panoptic Segmentation,https://doi.ieeecomputersociety.org/10.1109/CVPR42600.2020.01073,IEEE/CVPR,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
29,Axial-DeepLab: Stand-Alone Axial-Attention for Panoptic Segmentation,2020,"983(GS), 982(Springer)",Axial-DeepLab,Panoptic Segmentation,,https://link.springer.com/chapter/10.1007/978-3-030-58548-8_7,Google Scholar,Panoptic Segmentation,https://doi.org/10.1007/978-3-030-58548-8_7,Springer Nature,ECCV 2020,,,,,
30,Dense Pixel-Level Interpretation of Dynamic Scenes With Video Panoptic Segmentation,2022,4,VPSNet++,Panoptic Segmentation,,https://ieeexplore.ieee.org/document/9806364,Google Scholar,Panoptic Segmentation,https://doi.org/10.1109/TIP.2022.3183440,IEEE,IEEE Transactions on Image Processing,,,,,
31,DQFormer: Toward Unified LiDAR Panoptic Segmentation With Decoupled Queries for Large-Scale Outdoor Scenes,2025,0,DQFormer,Panoptic Segmentation,,https://ieeexplore.ieee.org/document/10955713,Google Scholar,Panoptic Segmentation,https://doi.org/10.1109/TIP.2022.3183440,IEEE,IEEE Transactions on Geoscience and Remote Sensing,,,,,
32,Panoptic-PartFormer++: A Unified and Decoupled View for Panoptic Part Segmentation,2024,"24(GS), 1(IEEE)",Panoptic-PartFormer++,Panoptic Segmentation,,https://ieeexplore.ieee.org/document/10663698,Google Scholar,Panoptic Segmentation,https://doi.org/10.1109/TPAMI.2024.3453916,IEEE,IEEE Transactions on Pattern Analysis and Machine Intelligence,,,,,
33,Panoptic-PHNet: Towards Real-Time and High-Precision LiDAR Panoptic Segmentation via Clustering Pseudo Heatmap,2022,,Panoptic-PHNet,Panoptic Segmentation,,https://ieeexplore.ieee.org/document/9878750,Google Scholar,"80(GS), 40(IEEE)",https://doi.org/10.1109/CVPR52688.2022.01151,IEEE/CVPR,2022 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
Ref no.,Paper name,Year,Citations,Model,Segmentation type,Dataset used,Website,Search method,Search term used,DOI,Publication,"Journal or conference, if any",,,,,
34,SegFormer: Simple and Efficient Design for Semantic Segmentation with Transformers,2021,GS- 7005,Segformer,Semantic,,https://proceedings.neurips.cc/paper/2021/hash/64f1f27bf1b4ec22924fd0acb550c235-Abstract.html,Google Scholar,Segmentation transformer ,https://doi.org/10.48550/arXiv.2105.15203,NeurIPS 2021,Advances in Neural Information Processing Systems 34 (NeurIPS 2021),,,,,
36,DCN-Deeplabv3+: A Novel Road Segmentation Algorithm Based on Improved Deeplabv3+,2024,"GS-29, IEEE-12",DCN-Deeplabv3+,Semantic,,https://ieeexplore.ieee.org/abstract/document/10562306,Google Scholar,Novel Road Segmentation,https://doi.org/10.1109/ACCESS.2024.3416468,IEEE,IEEE Access Volume 12 2024,,,,,
37,Stacked Deconvolutional Network for Semantic Segmentation,2019,"287(GS), 121(IEEE)",SDN,Semantic,,https://ieeexplore.ieee.org/document/8626494,IEEE Xplore,Deconvolution image segmentation,https://doi.org/10.1109/TIP.2019.2895460,IEEE,"IEEE Transactions on Image Processing, 2019",,,,,"Used filters like most cited by papers, and relevance"
39,Dual Attention Network for Scene Segmentation,2020,"7697(GS), 4815(IEEE)",DANet,Semantic,,https://ieeexplore.ieee.org/document/8953974,Google Scholar,scene segmentation network,https://doi.org/10.1109/CVPR.2019.00326,IEEE,2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
40,HRFormer: High-Resolution Transformer for Dense Prediction,2021,355(GS),HRFormer,Semantic,,https://proceedings.neurips.cc/paper/2021/hash/3bbfdde8842a5c44a0323518eec97cbe-Abstract.html,Google Scholar,vision transformer resolution,https://doi.org/10.48550/arXiv.2110.09408,NeurIPS 2021,Advances in Neural Information Processing Systems 34 (NeurIPS 2021),,,,,
41,Sfnet: Faster and Accurate Semantic Segmentation Via Semantic Flow,2023,"44(GS), 33(SPringer Nature)",SFnet,Semantic,,https://link.springer.com/article/10.1007/s11263-023-01875-x,Google Scholar,accurate semantic segmentation,https://doi.org/10.1007/s11263-023-01875-x,Springer Nature,International Journal of Computer Vision,,,,,
43,BiSeNet: Bilateral Segmentation Network for Real-time Semantic Segmentation,2018,3306(GS),BiSeNet,Semantic,,https://openaccess.thecvf.com/content_ECCV_2018/html/Changqian_Yu_BiSeNet_Bilateral_Segmentation_ECCV_2018_paper.html,Google Scholar,Semantic segmentation network,https://doi.org/10.48550/arXiv.1808.00897,CVF,"Proceedings of the European conference on computer vision (ECCV), 2018",,,,,
44,CGNet: A Light-weight Context Guided Network for Semantic Segmentation,2020,"749(GS), 498(IEEE)",CGNet,Semantic,,https://ieeexplore.ieee.org/document/9292449/,Google Scholar,Semantic segmentation network,https://doi.org/10.1109/TIP.2020.3042065,IEEE,"IEEE Transactions on Image Processing, 2020",,,,,
45,TransKD: Transformer Knowledge Distillation for Efficient Semantic Segmentation,2024,"96(GS), 3(IEEE)",TransKD,Semantic,,https://ieeexplore.ieee.org/abstract/document/10689329?casa_token=Sw6w1-o1UAwAAAAA:dKVIg_Tu6FuR4xLp-NrkqFGmJirGejRSu1Uo9Qkm9tmFRlacYErpIrVmu_QgdnVqzVWYhsFoqkwd,Google Scholar,transformer segmentation driving,https://doi.org/10.1109/TITS.2024.3455416,IEEE,"IEEE Transactions on Intelligent Transportation Systems, 2024",,,,,
47,Domain Adaptation Transformer for Unsupervised Driving-Scene Segmentation in Adverse Conditions,2024,"1(GS), 1(IEEE)",ACSegFormer,Semantic,,https://ieeexplore.ieee.org/document/10696911,IEEE Xplore,transformer segmentation driving,https://doi.org/10.1109/TITS.2024.3461468,IEEE,IEEE Transactions on Intelligent Transportation Systems,,,,,
48,Event-Based Semantic Segmentation With Posterior Attention,2023,"38(GS), 25(IEEE)",EvSegFormer,Semantic,,https://ieeexplore.ieee.org/document/10058930,IEEE Xplore,transformer segmentation driving,https://doi.org/10.1109/TIP.2023.3249579,IEEE,"IEEE Transactions on Image Processing, 2023",,,,,
49,SegNet: A Deep Convolutional Encoder-Decoder Architecture for Image Segmentation,2017,"22880(GS), 13761(IEEE)",SegNet,Semantic,,https://ieeexplore.ieee.org/document/7803544,IEEE Xplore,road segmentation,https://doi.org/10.1109/TPAMI.2016.2644615,IEEE,"IEEE Transactions on Pattern Analysis and Machine Intelligence, 2017",,,,,
50,Full-Resolution Residual Networks for Semantic Segmentation in Street Scenes,2017,"748(GS), 373(IEEE)",FRRN,Semantic,,https://ieeexplore.ieee.org/document/8099836,IEEE Xplore,road segmentation,https://doi.org/10.1109/CVPR.2017.353,IEEE,2017 IEEE Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
51,Rethinking Semantic Segmentation from a Sequence-to-Sequence Perspective with Transformers,2021,"4290(GS), 2324(IEEE)",SETR,Semantic,,https://ieeexplore.ieee.org/document/9578646,IEEE Xplore,vision transformer resolution,https://doi.org/10.1109/CVPR46437.2021.00681,IEEE,2021 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),,,,,
52,FDDWNet: A Lightweight Convolutional Neural Network for Real-Time Semantic Segmentation,2020,"85(GS), 51(IEEE)",FDDWNet,Semantic,,http://ieeexplore.ieee.org/document/9053838,IEEE Xplore,Semantic segmentation network,https://doi.org/10.1109/ICASSP40776.2020.9053838,IEEE,"ICASSP 2020 - 2020 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",,,,,
53,Deep Dual-Resolution Networks for Real-Time and Accurate Semantic Segmentation of Traffic Scenes,2022,"334(GS), 254(IEEE)",DDRNet,Semantic,,https://ieeexplore.ieee.org/document/9996293,IEEE Xplore,accurate semantic segmentation,https://doi.org/10.1109/TITS.2022.3228042,IEEE,IEEE Transactions on Intelligent Transportation Systems,,,,,
54,CTNet: Context-Based Tandem Network for Semantic Segmentation,2021,"238(GS), 174(IEEE)",CTNet,Semantic,,https://ieeexplore.ieee.org/document/9633155,IEEE Xplore,accurate semantic segmentation,https://doi.org/10.1109/TPAMI.2021.3132068,IEEE,IEEE Transactions on Pattern Analysis and Machine Intelligence,,,,,
55,Eff-UNet: A Novel Architecture for Semantic Segmentation in Unstructured Environment,2020,"317(GS), 154(IEEE)",Eff-UNet,Semantic,,https://ieeexplore.ieee.org/document/9150621,IEEE Xplore,Novel Road Segmentation,https://doi.org/10.1109/CVPRW50498.2020.00187,IEEE,2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW),,,,,
56,SFNet-N: An Improved SFNet Algorithm for Semantic Segmentation of Low-Light Autonomous Driving Road Scenes,2022,"196(GS), 152(IEEE)",SFNet-N,Semantic,,https://ieeexplore.ieee.org/document/9784832,IEEE Xplore,Novel Road Segmentation,https://doi.org/10.1109/TITS.2022.3177615,IEEE,IEEE Transactions on Intelligent Transportation Systems,,,,,
57,GMNet: Graded-Feature Multilabel-Learning Network for RGB-Thermal Urban Scene Semantic Segmentation,2021,"293(GS), 232(IEEE)",GMNet,Semantic,,https://ieeexplore.ieee.org/document/9531449,IEEE Xplore,road segmentation,https://doi.org/10.1109/TIP.2021.3109518,IEEE,IEEE Transactions on Image Processing,,,,,
58,Fast LIDAR-based Road Detection Using Fully Convolutional Neural Networks,2017,"166 (IEEE), 309 (GS)",FCN (nothng unique,Semantic,,https://ieeexplore.ieee.org/document/7995848/,Google Scholar,lidar Road Detection (working),https://doi.org/10.1109/IVS.2017.7995848,IEEE,"IEEE Intelligent Vehicles Symposium (IVS), 2017",,,,,
59,Deep Fully Convolutional Networks with Random Data Augmentation for Enhanced Generalization in Road Detection,2017,"43 (IEEE), 89 (GS)",FCN (nothng unique,Semantic,,https://ieeexplore.ieee.org/document/8317901,Google Scholar,road detection convolutional network (working),doi.org/10.1109/ITSC.2017.8317901,IEEE, 2017 IEEE 20th International Conference on Intelligent Transportation Systems,,,,,
60,Efficient Deep Models for Monocular Road Segmentation,2016,"165 (IEEE), 293 (GS)",E-Net,Semantic,,https://ieeexplore.ieee.org/abstract/document/7759717?casa_token=0hq0SOK_mXcAAAAA:4vebbEvZsg4xfhYIWnXA5hwBayJfbTxR6EmdTA43KxfQ5okiJJkEto0wO9VjkC16FGNwUaFH-s3P,Google Scholar,efficient road segmentation (working),https://doi.org/10.1109/ITSC.2017.8317901,IEEE,2016 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),,,,,
61,MultiNet: Real‑time Joint Semantic Reasoning for Autonomous Driving,2018,"384 (IEEE) , 951 (GSS)",MultiNet,Semantic,,https://ieeexplore.ieee.org/document/8500504,Google Scholar,real time semantic reasoning (working),https://doi.org/10.1109/IVS.2018.8500504,IEEE,2018 IEEE Intelligent Vehicles Symposium (IV),,,,,
62,LIDAR–camera fusion for road detection using fully convolutional neural networks,2019,"314 (ScienceDirect) , 436 (GS)",LCFR,Semantic,,https://www.sciencedirect.com/science/article/abs/pii/S0921889018300496,Google Scholar,lidar Road Detection (working),https://doi.org/10.1016/j.robot.2018.11.002,Science Direct,Robotics and Autonomous Systems (Volume 11),,,,,
63,Bidirectional Fusion Network for Road Segmentation (BiFNet),2020,"24 (IEEE), 39 (GS)",BiFNet,Semantic,,https://ieeexplore.ieee.org/document/9527173,Google Scholar,fusion network road segmentation (working),http://doi.org/10.1109/TCYB.2021.3105488,IEEE,"IEEE Transactions on Cybernetics ( Volume: 52, Issue: 9, September 2022)",,,,,
64,3D-DEEP: 3‑Dimensional Deep‑learning based on elevation patterns for road scene interpretation,2020,"5 (IEEE), 9 (GS)",3D‑DEEP CNN,Semantic,,https://ieeexplore.ieee.org/document/9304601,IEEE Xplore,3d road patterns deep learning (working),https://doi.org/10.1109/IV47402.2020.9304601,IEEE,2020 IEEE Intelligent Vehicles Symposium (IV),,,,,
65,Embedding Structured Contour and Location Prior in Siamese FCNs for Road Detection,2019,"208 (IEEE), 308 (GS)",Siamese FCN,Semantic,,https://ieeexplore.ieee.org/document/8058005,IEEE Xplore,road semantic segmenration (working),doi.org/10.1109/TITS.2017.2749964,IEEE,"IEEE Transactions on Intelligent Transportation Systems ( Volume: 19, Issue: 1, January 2018)",,,,,
66,RoadSegNet: a deep learning framework for autonomous urban road detection,2022,"8 (Springer), 10 (GS)",RoadSegNet,Semantic,,https://jeas.springeropen.com/articles/10.1186/s44147-022-00162-9,Google SCholar,road detection deep learning (working),https://doi.org/10.1186/s44147-022-00162-9,Springer,New paper but have been cited in many conference papers,,,,,
67,SqueezeSegV2: Improved Model Structure + Domain Adaptation for Road‑Object Segmentation from LiDAR,2018,"469 (IEEE), 871 (GS)",SqueezeSegV2,Semantic,,https://ieeexplore.ieee.org/document/8793495,IEEE Xplore,Novel road segmentation (working),doi.org/10.1109/ICRA.2019.8793495,IEEE,2019 IEEE International Conference on Robotics and Automation (ICRA 2019),,,,,
69,Segmenter: Transformer for Semantic Segmentation,2021,"1384 (IEEE) , 2484 (GS)",Segmenter,Semantic,,https://ieeexplore.ieee.org/document/9710959,Google Scholar,Semantic Segmentation,doi.org/10.1109/ICCV48922.2021.00717,IEEE,2021 IEEE/CVF International Conference on Computer Vision (ICCV),,,,,
70,SwinURNet: Hybrid Transformer-CNN Architecture for Real-Time Unstructured Road Segmentation,2024,"36 (IEEE), 58 (GS)",SwinURNet,Semantic,,https://ieeexplore.ieee.org/abstract/document/10716562?casa_token=0lXOuo5T0YsAAAAA:WA4dYyGQZVuQq9FExPT6CkC7QepEgBrovZIQOHXbWhjjPVmlb34TAMSXy0UIPATnBwKUpPPDP_J0,Google Scholar,transformer road segmentation,doi.org/10.1109/TIM.2024.3470042,IEEE,IEEE Transactions on Instrumentation and Measurement ( Volume: 73),,,,,
71,Improving Road Semantic Segmentation Using Generative Adversarial Network,2021,"54(IEEE), 75(GS)",GAN (Generative Adversarial Network),Semantic,,https://ieeexplore.ieee.org/abstract/document/9416669,Google Scholar,Road semantic segmentation,doi.org/10.1109/ACCESS.2021.3075951,IEEE,IEEE Access ( Volume: 9),,,,,
